User ID,Date,Description,Amount,Transaction Type,Category,Account Name
1.0,5/11/2018,Mike's Construction Co.,8000.0,debit,Home Improvement,Checking
1.0,5/15/2018,Power Company,60.0,debit,Utilities,Checking
1.0,5/17/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,5/18/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,5/22/2018,Credit Card Payment,283.07,debit,Credit Card Payment,Checking
1.0,5/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,5/25/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,6/4/2018,Credit Card Payment,235.18,debit,Credit Card Payment,Checking
1.0,6/4/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
1.0,6/8/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,6/8/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,6/12/2018,Phone Company,89.46,debit,Mobile Phone,Checking
1.0,6/14/2018,Credit Card Payment,283.44,debit,Credit Card Payment,Checking
1.0,6/15/2018,Power Company,60.0,debit,Utilities,Checking
1.0,6/18/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,6/20/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,6/21/2018,Credit Card Payment,89.45,debit,Credit Card Payment,Checking
1.0,6/22/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,6/25/2018,Credit Card Payment,942.76,debit,Credit Card Payment,Checking
1.0,6/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,7/2/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
1.0,7/6/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,7/9/2018,Credit Card Payment,259.87,debit,Credit Card Payment,Checking
1.0,7/10/2018,Credit Card Payment,242.16,debit,Credit Card Payment,Checking
1.0,7/10/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,7/11/2018,Phone Company,89.46,debit,Mobile Phone,Checking
1.0,7/17/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,7/17/2018,Power Company,60.0,debit,Utilities,Checking
1.0,7/18/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,7/20/2018,Credit Card Payment,102.88,debit,Credit Card Payment,Checking
1.0,7/20/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,7/23/2018,Credit Card Payment,61.43,debit,Credit Card Payment,Checking
1.0,7/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,8/2/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
1.0,8/3/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,8/9/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,8/10/2018,Phone Company,89.4,debit,Mobile Phone,Checking
1.0,8/15/2018,Power Company,60.0,debit,Utilities,Checking
1.0,8/16/2018,Credit Card Payment,269.56,debit,Credit Card Payment,Checking
1.0,8/16/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,8/17/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,8/20/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,8/21/2018,Credit Card Payment,99.76,debit,Credit Card Payment,Checking
1.0,8/22/2018,Credit Card Payment,34.18,debit,Credit Card Payment,Checking
1.0,8/27/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,8/31/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,9/4/2018,Credit Card Payment,687.29,debit,Credit Card Payment,Checking
1.0,9/4/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
1.0,9/7/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,9/12/2018,Phone Company,89.4,debit,Mobile Phone,Checking
1.0,9/14/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,9/17/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,9/18/2018,Power Company,60.0,debit,Utilities,Checking
1.0,9/19/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,9/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,9/28/2018,Credit Card Payment,284.96,debit,Credit Card Payment,Checking
1.0,9/28/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,10/1/2018,Credit Card Payment,128.12,debit,Credit Card Payment,Checking
1.0,10/2/2018,Credit Card Payment,124.03,debit,Credit Card Payment,Checking
1.0,10/2/2018,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
1.0,10/9/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,10/11/2018,Phone Company,89.4,debit,Mobile Phone,Checking
1.0,10/12/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,10/16/2018,Power Company,60.0,debit,Utilities,Checking
1.0,10/17/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,10/18/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,10/22/2018,Credit Card Payment,353.83,debit,Credit Card Payment,Checking
1.0,10/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,10/26/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,11/2/2018,Credit Card Payment,262.51,debit,Credit Card Payment,Checking
1.0,11/2/2018,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
1.0,11/6/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,11/9/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,11/13/2018,Phone Company,89.54,debit,Mobile Phone,Checking
1.0,11/14/2018,Power Company,60.0,debit,Utilities,Checking
1.0,11/16/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,11/20/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,11/23/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,11/26/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,11/30/2018,Credit Card Payment,582.99,debit,Credit Card Payment,Checking
1.0,12/3/2018,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
1.0,12/6/2018,Gas Company,40.0,debit,Utilities,Checking
1.0,12/7/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,12/12/2018,Phone Company,89.54,debit,Mobile Phone,Checking
1.0,12/14/2018,Power Company,60.0,debit,Utilities,Checking
1.0,12/17/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,12/18/2018,Credit Card Payment,311.02,debit,Credit Card Payment,Checking
1.0,12/19/2018,State Farm,75.0,debit,Auto Insurance,Checking
1.0,12/21/2018,Credit Card Payment,464.03,debit,Credit Card Payment,Checking
1.0,12/21/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,12/26/2018,Internet Service Provider,75.99,debit,Internet,Checking
1.0,1/2/2019,Credit Card Payment,499.6,debit,Credit Card Payment,Checking
1.0,1/3/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,1/4/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,1/8/2019,Gas Company,45.0,debit,Utilities,Checking
1.0,1/9/2019,Credit Card Payment,491.45,debit,Credit Card Payment,Checking
1.0,1/9/2019,Credit Card Payment,281.84,debit,Credit Card Payment,Checking
1.0,1/10/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,1/16/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,1/16/2019,Power Company,60.0,debit,Utilities,Checking
1.0,1/18/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,1/18/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,1/22/2019,Credit Card Payment,277.99,debit,Credit Card Payment,Checking
1.0,1/25/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,1/31/2019,Credit Card Payment,1900.0,debit,Credit Card Payment,Checking
1.0,2/1/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,2/5/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,2/7/2019,Gas Company,65.0,debit,Utilities,Checking
1.0,2/11/2019,Credit Card Payment,133.95,debit,Credit Card Payment,Checking
1.0,2/12/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,2/15/2019,Credit Card Payment,207.47,debit,Credit Card Payment,Checking
1.0,2/15/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,2/15/2019,Power Company,60.0,debit,Utilities,Checking
1.0,2/19/2019,Credit Card Payment,574.84,debit,Credit Card Payment,Checking
1.0,2/19/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,2/20/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,2/21/2019,Credit Card Payment,292.54,debit,Credit Card Payment,Checking
1.0,2/25/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,3/1/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,3/4/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,3/6/2019,Credit Card Payment,491.86,debit,Credit Card Payment,Checking
1.0,3/8/2019,Gas Company,49.0,debit,Utilities,Checking
1.0,3/12/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,3/14/2019,Credit Card Payment,305.27,debit,Credit Card Payment,Checking
1.0,3/14/2019,Credit Card Payment,301.79,debit,Credit Card Payment,Checking
1.0,3/15/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,3/15/2019,Power Company,60.0,debit,Utilities,Checking
1.0,3/19/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,3/20/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,3/25/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,3/29/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,4/1/2019,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking
1.0,4/2/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,4/8/2019,Gas Company,30.0,debit,Utilities,Checking
1.0,4/9/2019,Credit Card Payment,436.75,debit,Credit Card Payment,Checking
1.0,4/10/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,4/12/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,4/15/2019,Power Company,60.0,debit,Utilities,Checking
1.0,4/16/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,4/18/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,4/19/2019,Credit Card Payment,604.32,debit,Credit Card Payment,Checking
1.0,4/25/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,4/26/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,4/29/2019,Credit Card Payment,268.96,debit,Credit Card Payment,Checking
1.0,5/2/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,5/3/2019,Credit Card Payment,758.07,debit,Credit Card Payment,Checking
1.0,5/9/2019,Gas Company,30.0,debit,Utilities,Checking
1.0,5/10/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,5/10/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,5/13/2019,Credit Card Payment,480.88,debit,Credit Card Payment,Checking
1.0,5/15/2019,Power Company,60.0,debit,Utilities,Checking
1.0,5/17/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,5/20/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,5/20/2019,Credit Card Payment,415.47,debit,Credit Card Payment,Checking
1.0,5/24/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,5/28/2019,Credit Card Payment,765.68,debit,Credit Card Payment,Checking
1.0,5/30/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,6/3/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,6/7/2019,Credit Card Payment,458.56,debit,Credit Card Payment,Checking
1.0,6/7/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,6/7/2019,Gas Company,30.0,debit,Utilities,Checking
1.0,6/12/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,6/13/2019,Credit Card Payment,152.72,debit,Credit Card Payment,Checking
1.0,6/17/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,6/17/2019,Power Company,60.0,debit,Utilities,Checking
1.0,6/19/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,6/20/2019,Credit Card Payment,375.26,debit,Credit Card Payment,Checking
1.0,6/20/2019,Mike's Construction Co.,9200.0,debit,Home Improvement,Checking
1.0,6/21/2019,Credit Card Payment,100.68,debit,Credit Card Payment,Checking
1.0,6/21/2019,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
1.0,6/30/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,7/2/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,7/5/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,7/8/2019,Credit Card Payment,305.28,debit,Credit Card Payment,Checking
1.0,7/8/2019,Credit Card Payment,220.08,debit,Credit Card Payment,Checking
1.0,7/10/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,7/10/2019,Gas Company,30.0,debit,Utilities,Checking
1.0,7/16/2019,Power Company,60.0,debit,Utilities,Checking
1.0,7/17/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,7/18/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,7/18/2019,Credit Card Payment,814.5,debit,Credit Card Payment,Checking
1.0,7/19/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,7/23/2019,Credit Card Payment,257.08,debit,Credit Card Payment,Checking
1.0,7/30/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,8/2/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,8/2/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,8/6/2019,Credit Card Payment,521.17,debit,Credit Card Payment,Checking
1.0,8/6/2019,Credit Card Payment,117.65,debit,Credit Card Payment,Checking
1.0,8/6/2019,Hardware Store,125.0,debit,Home Improvement,Checking
1.0,8/9/2019,Gas Company,30.0,debit,Utilities,Checking
1.0,8/12/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,8/15/2019,Credit Card Payment,335.2,debit,Credit Card Payment,Checking
1.0,8/15/2019,Power Company,60.0,debit,Utilities,Checking
1.0,8/16/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,8/16/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,8/19/2019,Credit Card Payment,1248.95,debit,Credit Card Payment,Checking
1.0,8/20/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,8/30/2019,Internet Service Provider,75.0,debit,Internet,Checking
1.0,8/30/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,9/3/2019,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
1.0,9/6/2019,Credit Card Payment,1390.37,debit,Credit Card Payment,Checking
1.0,9/6/2019,Credit Card Payment,502.75,debit,Credit Card Payment,Checking
1.0,9/9/2019,Gas Company,30.0,debit,Utilities,Checking
1.0,9/11/2019,Phone Company,65.0,debit,Mobile Phone,Checking
1.0,9/12/2019,Credit Card Payment,360.56,debit,Credit Card Payment,Checking
1.0,9/13/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,9/16/2019,Credit Card Payment,90.57,debit,Credit Card Payment,Checking
1.0,9/16/2019,City Water Charges,35.0,debit,Utilities,Checking
1.0,9/17/2019,Power Company,60.0,debit,Utilities,Checking
1.0,9/18/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,9/18/2019,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking
1.0,9/23/2019,Credit Card Payment,9.43,debit,Credit Card Payment,Checking
1.0,9/27/2019,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
1.0,9/30/2019,Internet Service Provider,75.0,debit,Internet,Checking
